id,target,smile
CHEMBL2331605,4.110589710299248,C[C@@H]1CN(C[C@H](C)O1)c2nc(N3CCOC[C@@H]3C)c4ncc(nc4n2)c5ccccc5
CHEMBL1527751,5.2499317566341945,Oc1ncnc2scc(c3ccsc3)c12
CHEMBL2036581,3.518513939877887,COc1ccc(NC(=O)c2oc(Nc3ccccc3F)nn2)cn1
CHEMBL1809055,3.2041199826559246,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C(=O)N5CCOCC5
CHEMBL1645496,5.459995256047391,OC(c1ccccc1)c2ccc3C(=O)C=C(Nc3c2)c4cccnc4
CHEMBL1807823,6.0600175425316,O[C@@H](CNCCSCCCNCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23
CHEMBL215203,5.009875633712159,OC[C@H]1CCCN1CCCOc2ccc3c(Nc4cc(CC(=O)Nc5cccc(F)c5)[nH]n4)ncnc3c2
CHEMBL213874,4.178976947293169,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCC4CCN(C)CC4
CHEMBL59019,5.920018916028914,CC(=O)Nc1ccc(Br)cc1
CHEMBL539163,3.556302500767287,Cn1c(ccc1c2ccc3NC(=S)OC(C)(C)c3c2)C#N
CHEMBL435384,4.740362689494243,CCn1c2ccccc2c3cc(ccc13)N(C)C(=O)CCc4ccncc4
CHEMBL257167,4.8299466959416355,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(F)cc2
CHEMBL402986,4.729974285699555,C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Sc13
CHEMBL182940,4.850033257689768,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4cccc(C)c4
CHEMBL455429,3.778151250383643,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)N)c(F)c3)ncc2F
CHEMBL195128,4.0,CC(C)Oc1cc(OCc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O
CHEMBL1934418,5.959994838328416,C[C@H](NC(=O)c1c(C)nn(C2CCSCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C
CHEMBL1447534,6.010002974127059,Nc1cccc(c1)S(=O)(=O)Nc2ccccc2
CHEMBL2036775,6.049992856920142,CC(C)N1CCO[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1
